"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Sri Lanka","Electricity - total thermal production","2018","Kilowatt-hours, million","9072.112",""
"Sri Lanka","Electricity production from bagasse","2018","Kilowatt-hours, million","87.127",""
"Sri Lanka","Electricity production from hard coal","2018","Kilowatt-hours, million","5242.939","1"
"Sri Lanka","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","859.296","1"
"Sri Lanka","Electricity production from other oil products","2018","Kilowatt-hours, million","317.317","1"
"Sri Lanka","Electricity production from fuel oil","2018","Kilowatt-hours, million","2565.433","1"
"Sri Lanka","Electricity production from solid biofuels","2018","Kilowatt-hours, million","87.127",""
"St. Helena and Depend.","Electricity - total thermal production","2018","Kilowatt-hours, million","7.777",""
"St. Helena and Depend.","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","7.777",""
"St. Kitts-Nevis","Electricity - total thermal production","2018","Kilowatt-hours, million","221","1"
"St. Kitts-Nevis","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","221","1"
"St. Lucia","Electricity - total thermal production","2018","Kilowatt-hours, million","399.228",""
"St. Lucia","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","399.228",""
"St. Pierre-Miquelon","Electricity - total thermal production","2018","Kilowatt-hours, million","50.869",""
"St. Pierre-Miquelon","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","50.869",""
"St. Vincent-Grenadines","Electricity - total thermal production","2018","Kilowatt-hours, million","125.01",""
"St. Vincent-Grenadines","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","125.01",""
"State of Palestine","Electricity - total thermal production","2018","Kilowatt-hours, million","360.4",""
"State of Palestine","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","334.7",""
"State of Palestine","Electricity production from other oil products","2018","Kilowatt-hours, million","25.7",""
"Sudan","Electricity - total thermal production","2018","Kilowatt-hours, million","6717.1",""
"Sudan","Electricity production from bagasse","2018","Kilowatt-hours, million","118.1",""
"Sudan","Electricity production from crude oil, NGLs, other hydrocarbons","2018","Kilowatt-hours, million","2753","1"
"Sudan","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","3846","1"
"Sudan","Electricity production from solid biofuels","2018","Kilowatt-hours, million","118.1",""
"Suriname","Electricity - total thermal production","2018","Kilowatt-hours, million","1283.53",""
"Suriname","Electricity production from natural gas","2018","Kilowatt-hours, million","20","1"
"Suriname","Electricity production from other oil products","2018","Kilowatt-hours, million","1263.53","1"
"Sweden","Electricity - total thermal production","2018","Kilowatt-hours, million","15571",""
"Sweden","Electricity production from biogases","2018","Kilowatt-hours, million","10",""
"Sweden","Electricity production from hard coal","2018","Kilowatt-hours, million","335",""
"Sweden","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","94",""
"Sweden","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","52",""
"Sweden","Electricity production from manufactured gases","2018","Kilowatt-hours, million","768",""
"Sweden","Electricity production from natural gas","2018","Kilowatt-hours, million","376",""
"Sweden","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","1569",""
"Sweden","Electricity production from other oil products","2018","Kilowatt-hours, million","18",""
"Sweden","Electricity production from peat","2018","Kilowatt-hours, million","303",""
"Sweden","Electricity production from fuel oil","2018","Kilowatt-hours, million","195",""
"Sweden","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","1656",""
"Sweden","Electricity production from solid biofuels","2018","Kilowatt-hours, million","10195",""
"Switzerland","Electricity - total thermal production","2018","Kilowatt-hours, million","3725",""
"Switzerland","Electricity production from biogases","2018","Kilowatt-hours, million","352",""
"Switzerland","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","20",""
"Switzerland","Electricity production from natural gas","2018","Kilowatt-hours, million","621",""
"Switzerland","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","1255",""
"Switzerland","Electricity production from other oil products","2018","Kilowatt-hours, million","4",""
"Switzerland","Electricity production from fuel oil","2018","Kilowatt-hours, million","1",""
"Switzerland","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","1164",""
"Switzerland","Electricity production from solid biofuels","2018","Kilowatt-hours, million","311",""
"Syrian Arab Republic","Electricity - total thermal production","2018","Kilowatt-hours, million","17456",""
"Syrian Arab Republic","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","672",""
"Syrian Arab Republic","Electricity production from natural gas","2018","Kilowatt-hours, million","10502",""
"Syrian Arab Republic","Electricity production from fuel oil","2018","Kilowatt-hours, million","6282",""
"Tajikistan","Electricity - total thermal production","2018","Kilowatt-hours, million","1348",""
"Tajikistan","Electricity production from hard coal","2018","Kilowatt-hours, million","1348",""
"Thailand","Electricity - total thermal production","2018","Kilowatt-hours, million","168552",""
"Thailand","Electricity production from biogases","2018","Kilowatt-hours, million","1791",""
"Thailand","Electricity production from hard coal","2018","Kilowatt-hours, million","20505",""
"Thailand","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","116",""
"Thailand","Electricity production from brown coal","2018","Kilowatt-hours, million","15903",""
"Thailand","Electricity production from natural gas","2018","Kilowatt-hours, million","115640",""
"Thailand","Electricity production from fuel oil","2018","Kilowatt-hours, million","61",""
"Thailand","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","116",""
"Thailand","Electricity production from solid biofuels","2018","Kilowatt-hours, million","14420",""
"Timor-Leste","Electricity - total thermal production","2018","Kilowatt-hours, million","450.455",""
"Timor-Leste","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","450.455",""
"Togo","Electricity - total thermal production","2018","Kilowatt-hours, million","389.3",""
"Togo","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","14",""
"Togo","Electricity production from natural gas","2018","Kilowatt-hours, million","210",""
"Togo","Electricity production from fuel oil","2018","Kilowatt-hours, million","165.3","1"
"Tonga","Electricity - total thermal production","2018","Kilowatt-hours, million","63.5",""
"Tonga","Electricity production from fuel oil","2018","Kilowatt-hours, million","63.5",""
"Trinidad and Tobago","Electricity - total thermal production","2018","Kilowatt-hours, million","9220",""
"Trinidad and Tobago","Electricity production from natural gas","2018","Kilowatt-hours, million","9186",""
"Trinidad and Tobago","Electricity production from other oil products","2018","Kilowatt-hours, million","34",""
"Tunisia","Electricity - total thermal production","2018","Kilowatt-hours, million","20085",""
"Tunisia","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","2",""
"Tunisia","Electricity production from natural gas","2018","Kilowatt-hours, million","20038",""
"Tunisia","Electricity production from fuel oil","2018","Kilowatt-hours, million","45",""
"Turkey","Electricity - total thermal production","2018","Kilowatt-hours, million","208733",""
"Turkey","Electricity production from biogases","2018","Kilowatt-hours, million","2159",""
"Turkey","Electricity production from hard coal","2018","Kilowatt-hours, million","63940",""
"Turkey","Electricity production from brown coal","2018","Kilowatt-hours, million","47415",""
"Turkey","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","5",""
"Turkey","Electricity production from manufactured gases","2018","Kilowatt-hours, million","1893",""
"Turkey","Electricity production from natural gas","2018","Kilowatt-hours, million","92483",""
"Turkey","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","23",""
"Turkey","Electricity production from fuel oil","2018","Kilowatt-hours, million","329",""
"Turkey","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","11",""
"Turkey","Electricity production from solid biofuels","2018","Kilowatt-hours, million","474",""
"Turkmenistan","Electricity - total thermal production","2018","Kilowatt-hours, million","22534",""
"Turkmenistan","Electricity production from natural gas","2018","Kilowatt-hours, million","22534",""
"Turks and Caicos Islands","Electricity - total thermal production","2018","Kilowatt-hours, million","257","1"
"Turks and Caicos Islands","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","257",""
"Tuvalu","Electricity - total thermal production","2018","Kilowatt-hours, million","6.3767","1"
"Tuvalu","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","6.3767","1"
"Uganda","Electricity - total thermal production","2018","Kilowatt-hours, million","405.4",""
"Uganda","Electricity production from bagasse","2018","Kilowatt-hours, million","206.5",""
"Uganda","Electricity production from fuel oil","2018","Kilowatt-hours, million","198.9",""
"Uganda","Electricity production from solid biofuels","2018","Kilowatt-hours, million","206.5",""
"Ukraine","Electricity - total thermal production","2018","Kilowatt-hours, million","61115",""
"Ukraine","Electricity production from biogases","2018","Kilowatt-hours, million","176",""
"Ukraine","Electricity production from hard coal","2018","Kilowatt-hours, million","47720",""
"Ukraine","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","44",""
"Ukraine","Electricity production from manufactured gases","2018","Kilowatt-hours, million","1288",""
"Ukraine","Electricity production from natural gas","2018","Kilowatt-hours, million","10571",""
"Ukraine","Electricity production from other oil products","2018","Kilowatt-hours, million","345",""
"Ukraine","Electricity production from peat","2018","Kilowatt-hours, million","15",""
"Ukraine","Electricity production from fuel oil","2018","Kilowatt-hours, million","832",""
"Ukraine","Electricity production from solid biofuels","2018","Kilowatt-hours, million","125",""
"United Arab Emirates","Electricity - total thermal production","2018","Kilowatt-hours, million","134693.9",""
"United Arab Emirates","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","773",""
"United Arab Emirates","Electricity production from natural gas","2018","Kilowatt-hours, million","133739",""
"United Arab Emirates","Electricity production from fuel oil","2018","Kilowatt-hours, million","180",""
"United Kingdom","Electricity - total thermal production","2018","Kilowatt-hours, million","190601",""
"United Kingdom","Electricity production from biogases","2018","Kilowatt-hours, million","8382",""
"United Kingdom","Electricity production from hard coal","2018","Kilowatt-hours, million","16831",""
"United Kingdom","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","252",""
"United Kingdom","Electricity production from manufactured gases","2018","Kilowatt-hours, million","774",""
"United Kingdom","Electricity production from natural gas","2018","Kilowatt-hours, million","131490",""
"United Kingdom","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","4881",""
"United Kingdom","Electricity production from other oil products","2018","Kilowatt-hours, million","321",""
"United Kingdom","Electricity production from fuel oil","2018","Kilowatt-hours, million","501",""
"United Kingdom","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","3638",""
"United Kingdom","Electricity production from solid biofuels","2018","Kilowatt-hours, million","23532",""
"United Rep. of Tanzania","Electricity - total thermal production","2018","Kilowatt-hours, million","4908",""
"United Rep. of Tanzania","Electricity production from bagasse","2018","Kilowatt-hours, million","72",""
"United Rep. of Tanzania","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","1309",""
"United Rep. of Tanzania","Electricity production from natural gas","2018","Kilowatt-hours, million","3506",""
"United Rep. of Tanzania","Electricity production from fuel oil","2018","Kilowatt-hours, million","21",""
"United Rep. of Tanzania","Electricity production from solid biofuels","2018","Kilowatt-hours, million","72",""
"United States","Electricity - total thermal production","2018","Kilowatt-hours, million","2912042",""
"United States","Electricity production from biogases","2018","Kilowatt-hours, million","13260",""
"United States","Electricity production from hard coal","2018","Kilowatt-hours, million","526593",""
"United States","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","10810",""
"United States","Electricity production from brown coal","2018","Kilowatt-hours, million","741155",""
"United States","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","351",""
"United States","Electricity production from manufactured gases","2018","Kilowatt-hours, million","4400",""
"United States","Electricity production from natural gas","2018","Kilowatt-hours, million","1519218",""
"United States","Electricity production from non-renewable waste","2018","Kilowatt-hours, million","9860",""
"United States","Electricity production from other oil products","2018","Kilowatt-hours, million","20629",""
"United States","Electricity production from fuel oil","2018","Kilowatt-hours, million","11488",""
"United States","Electricity production from renewable municipal waste","2018","Kilowatt-hours, million","8382",""
"United States","Electricity production from solid biofuels","2018","Kilowatt-hours, million","45893",""
"United States Virgin Is.","Electricity - total thermal production","2018","Kilowatt-hours, million","604.97","1"
"United States Virgin Is.","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","254.2","1"
"United States Virgin Is.","Electricity production from other oil products","2018","Kilowatt-hours, million","30.7",""
"United States Virgin Is.","Electricity production from fuel oil","2018","Kilowatt-hours, million","320.1",""
"Uruguay","Electricity - total thermal production","2018","Kilowatt-hours, million","2922.1",""
"Uruguay","Electricity production from biogases","2018","Kilowatt-hours, million","0.002",""
"Uruguay","Electricity production from bagasse","2018","Kilowatt-hours, million","0.018",""
"Uruguay","Electricity production from natural gas","2018","Kilowatt-hours, million","11.2",""
"Uruguay","Electricity production from other oil products","2018","Kilowatt-hours, million","381.5",""
"Uruguay","Electricity production from solid biofuels","2018","Kilowatt-hours, million","2529.5",""
"Uzbekistan","Electricity - total thermal production","2018","Kilowatt-hours, million","56510.28",""
"Uzbekistan","Electricity production from brown coal","2018","Kilowatt-hours, million","2109.6","1"
"Uzbekistan","Electricity production from natural gas","2018","Kilowatt-hours, million","53941.55","1"
"Uzbekistan","Electricity production from other oil products","2018","Kilowatt-hours, million","459.13","1"
"Vanuatu","Electricity - total thermal production","2018","Kilowatt-hours, million","62.394","1"
"Vanuatu","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","59.966","1"
"Vanuatu","Electricity production from liquid biofuels","2018","Kilowatt-hours, million","2.428","1"
"Venezuela (Bolivar. Rep.)","Electricity - total thermal production","2018","Kilowatt-hours, million","41510",""
"Venezuela (Bolivar. Rep.)","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","14256",""
"Venezuela (Bolivar. Rep.)","Electricity production from natural gas","2018","Kilowatt-hours, million","24950",""
"Venezuela (Bolivar. Rep.)","Electricity production from fuel oil","2018","Kilowatt-hours, million","2304",""
"Viet Nam","Electricity - total thermal production","2018","Kilowatt-hours, million","128576",""
"Viet Nam","Electricity production from hard coal","2018","Kilowatt-hours, million","86463",""
"Viet Nam","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","141",""
"Viet Nam","Electricity production from natural gas","2018","Kilowatt-hours, million","41729",""
"Viet Nam","Electricity production from fuel oil","2018","Kilowatt-hours, million","117",""
"Viet Nam","Electricity production from solid biofuels","2018","Kilowatt-hours, million","126",""
"Wallis and Futuna Is.","Electricity - total thermal production","2018","Kilowatt-hours, million","19.77","1"
"Wallis and Futuna Is.","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","20.277",""
"Yemen","Electricity - total thermal production","2018","Kilowatt-hours, million","3151",""
"Yemen","Electricity production from natural gas","2018","Kilowatt-hours, million","315",""
"Yemen","Electricity production from other oil products","2018","Kilowatt-hours, million","2836",""
"Zambia","Electricity - total thermal production","2018","Kilowatt-hours, million","3523.97",""
"Zambia","Electricity production from bagasse","2018","Kilowatt-hours, million","78",""
"Zambia","Electricity production from hard coal","2018","Kilowatt-hours, million","2142",""
"Zambia","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","519",""
"Zambia","Electricity production from fuel oil","2018","Kilowatt-hours, million","785",""
"Zambia","Electricity production from solid biofuels","2018","Kilowatt-hours, million","78",""
"Zimbabwe","Electricity - total thermal production","2018","Kilowatt-hours, million","4369",""
"Zimbabwe","Electricity production from bagasse","2018","Kilowatt-hours, million","187",""
"Zimbabwe","Electricity production from hard coal","2018","Kilowatt-hours, million","4134",""
"Zimbabwe","Electricity production from gas oil/ diesel oil","2018","Kilowatt-hours, million","49",""
"Zimbabwe","Electricity production from solid biofuels","2018","Kilowatt-hours, million","187",""

"fnSeqID","Footnote"
"1","Estimate"
